trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
128,0.8763594734808262,1.1839578539091864,0.35888011800182174,0.7021,9.87,-27.97,80.42,0
129,1.451194660003841,0.14217429266044962,0.4252668395953913,0.5077,7.68,-26.56,59.04,0
130,1.1370738839912076,0.14630601400213508,0.29412899998461034,0.5122,6.28,-21.3,46.53,0
131,1.1860963651054488,0.014763223066323404,0.22715898092087328,0.4608,5.6,-23.0,40.73,0
132,1.3253995111963213,0.35443083041290785,0.22927404089927556,0.5375,7.53,-26.01,57.66,0
133,0.9423141270678932,0.3623128697309899,0.4592209477577771,0.5985,7.15,-20.37,54.18,0
134,1.2812940354315159,0.13270609319533258,0.49851732891878653,0.5203,7.39,-24.22,56.38,0
135,1.3792000243077451,0.34069012543684674,0.4184482898304691,0.5534,8.33,-25.83,65.14,0
136,0.6064195318713829,1.1989256765690863,0.33284236805326844,0.7083,8.77,-24.29,69.36,0
137,1.150125015558797,0.10852887238095929,0.44851669944831263,0.5175,6.7,-21.97,50.21,0
138,0.5289995032044694,0.28899366964937645,0.0715109375833175,0.5952,3.82,-13.0,26.49,0
139,1.2767679406922186,0.23784507265547744,0.45531911356544263,0.5419,7.7,-23.23,59.22,0
140,1.1562690393274901,0.043395252593635456,0.0027149170643502307,0.4164,4.73,-23.49,33.63,0
141,0.5516579170143989,0.7271102131772732,0.40074090542970764,0.6991,6.96,-17.14,52.48,0
142,0.7385528206273885,1.0192906115076874,0.028615970076630193,0.6515,7.4,-25.59,56.48,0
143,1.3009638536416763,1.1133545162067364,0.3860541995521903,0.6655,11.16,-33.09,94.1,0
144,1.1981207839786372,1.0055762623864597,0.02007564977353321,0.6101,8.94,-32.11,71.09,0
145,0.7017821107190554,0.1499084151667717,0.25226549509649326,0.5499,4.61,-13.32,32.62,0
146,1.2451881283288446,0.7560142134916784,0.4255655498809675,0.6363,9.7,-28.19,78.71,0
147,0.6552129924410909,0.8815453103221939,0.09652074543445205,0.6726,6.83,-22.33,51.33,0
148,0.7707587513178003,0.8518856367375647,0.4901023924493409,0.6919,8.64,-21.75,68.16,0
149,1.1115436059770696,0.06540037798955471,0.3081544849637664,0.4927,5.89,-21.0,43.18,0
150,0.5423505515801671,1.0609748536401806,0.35478914255031035,0.7102,8.06,-21.48,62.6,0
151,0.6731278464225032,0.11006520698903767,0.09176661444015949,0.4982,3.7,-13.35,25.6,0
152,1.4800271795541926,0.5502727709501878,0.392040474170704,0.5807,9.42,-29.58,75.89,0
153,1.1364083421077769,0.6868957799503648,0.07256512733252485,0.5884,7.7,-27.47,59.23,0
154,1.446024453558095,0.3616111590176615,0.2890086079037711,0.538,8.14,-27.71,63.34,0
155,1.1997759445890661,0.7790797862943707,0.4702972048477592,0.6461,9.81,-27.56,79.78,0
156,0.648438989920058,0.6100232861363305,0.20201719537038298,0.6748,6.14,-18.31,45.34,0
157,0.9741687294826181,0.14306103143729354,0.06704730493638267,0.4746,4.84,-19.36,34.49,0
158,0.7780755457812574,0.36564552451299753,0.213951606840675,0.604,5.68,-17.36,41.36,0
159,1.1109875470366282,0.7615549409019156,0.20590544829278512,0.629,8.46,-27.29,66.43,0
160,0.9087831094286971,0.26115423203635435,0.2941531242045041,0.5665,6.01,-17.83,44.18,0
161,0.8170409113172379,0.04327180113283644,0.2092000220784302,0.4872,4.41,-15.83,31.05,0
162,0.9741326750901703,0.2707114418450532,0.28622896656105784,0.5606,6.25,-19.09,46.25,0
163,1.0657719004319208,0.8424026173324456,0.323974241100605,0.659,9.09,-26.97,72.55,0
164,1.1524330565210317,0.3794569821888517,0.39371611099297693,0.5789,7.71,-22.66,59.31,0
165,1.0491443835996794,0.5177018342158681,0.31300624047052855,0.6116,7.66,-23.03,58.86,0
166,0.8606573344502543,0.6152870935281098,0.36835284424111014,0.6568,7.6,-20.92,58.3,0
167,1.3864028867237077,1.10526863675423,0.2518164625915496,0.6432,10.88,-34.76,91.03,0
168,1.020275114740569,0.9598444929166037,0.15722534587210063,0.6529,8.75,-28.43,69.17,0
169,1.3373823623450685,0.592969975820908,0.057928362167634195,0.5495,7.88,-29.49,60.9,0
170,0.5720591470729437,1.0103918532473557,0.02778395845343895,0.6574,6.7,-22.98,50.19,0
171,0.7806114361336559,0.40095604860185496,0.0864972225957969,0.583,5.33,-18.52,38.48,0
172,0.8138933698019892,0.8912310800701028,0.007341421780035384,0.6314,7.11,-25.31,53.78,0
173,1.3271734245206863,1.0278576282894698,0.1861307865957741,0.6325,10.13,-33.41,83.16,0
174,0.6536128990606348,0.721008489534097,0.05983627793244717,0.6519,6.04,-20.53,44.44,0
175,0.8649193610782525,1.150115017081167,0.49773223629181856,0.7046,10.19,-26.75,83.75,0
176,1.2721048913545856,0.3731538119049194,0.34383252458304625,0.5616,7.88,-24.77,60.91,0
177,1.2054063654840128,0.46541003419637966,0.3204443172930797,0.5842,7.98,-24.83,61.85,0
178,0.5107276449756762,0.25086919032268973,0.2625441514836306,0.6205,4.32,-11.75,30.38,0
179,0.6637513042582959,0.19908824145184037,0.41815214527511896,0.5766,5.27,-16.92,37.95,0
180,1.4891330026836056,0.667163313634138,0.4195348654408567,0.6002,10.04,-30.84,82.19,0
181,1.4903216643262724,0.16991506628252964,0.22412280662717554,0.4857,7.17,-28.14,54.4,0
182,0.8925727158419199,0.09605914037542203,0.37766508639737223,0.524,5.53,-18.05,40.13,0
183,0.933779027322593,0.5631923210284815,0.07533648690662009,0.5927,6.52,-22.96,48.55,0
184,0.6809266522308681,1.088524346587458,0.02232454448713944,0.6538,7.41,-25.6,56.57,0
185,0.7328522849437062,0.350471196377434,0.2450987712007932,0.612,5.56,-16.25,40.39,0
186,1.086445173014796,0.5919479710207999,0.04205766727844101,0.5701,7.02,-25.8,53.01,0
187,0.7436674540557136,1.0123060617150494,0.31879435023922953,0.7033,8.56,-24.15,67.34,0
188,1.1491490501342745,0.8042439064216259,0.38145150951976453,0.6498,9.43,-27.51,75.94,0
189,0.5581084817214473,0.43993006191913486,0.26976371763083934,0.6669,5.34,-14.3,38.56,0
190,0.838456483297326,1.0133746479446237,0.24128625429364697,0.6884,8.63,-25.97,68.04,0
191,1.268627589459379,1.0224186202574028,0.25239574145174903,0.6472,10.2,-32.24,83.8,0
